series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
NT229__110,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT229__301,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",301,Gastroenterology,2015-10-01,2017-07-01,22,13,9,40.90909090909091,9,True,True,2017-07-01
NT230__100,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,123,5,3.90625,2,False,False,2026-05-01
NT230__110,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT230__502,NT230,"NUFFIELD HEALTH, NORTH STAFFORDSHIRE HOSPITAL",502,Gynaecology,2015-10-01,2021-05-01,68,11,57,83.82352941176471,47,False,True,2021-05-01
NT233__100,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT233__101,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT233__110,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT233__160,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",160,Plastic Surgery,2015-10-01,2026-05-01,128,106,22,17.1875,14,False,False,2026-05-01
NT233__301,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT233__330,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",330,Dermatology,2015-10-01,2020-11-01,62,62,0,0.0,0,False,True,2020-11-01
NT235__100,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",100,General Surgery,2015-10-01,2022-03-01,78,78,0,0.0,0,False,True,2022-03-01
NT235__110,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT235__130,NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT237__100,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT237__101,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",101,Urology,2015-10-01,2026-05-01,128,36,92,71.875,52,False,False,2026-05-01
NT237__110,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT237__130,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",130,Ophthalmology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT237__160,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",160,Plastic Surgery,2015-10-01,2018-02-01,29,24,5,17.24137931034483,5,True,True,2018-02-01
NT237__301,NT237,"NUFFIELD HEALTH, TEES HOSPITAL",301,Gastroenterology,2015-10-01,2018-03-01,30,30,0,0.0,0,True,True,2018-03-01
NT238__100,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",100,General Surgery,2015-10-01,2026-04-01,127,72,55,43.30708661417323,53,False,True,2026-04-01
NT238__110,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT238__120,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",120,ENT,2015-10-01,2025-12-01,123,91,32,26.016260162601625,32,False,True,2025-12-01
NT238__130,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",130,Ophthalmology,2015-10-01,2021-01-01,64,28,36,56.25,36,False,True,2021-01-01
NT238__140,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",140,Oral Surgery,2015-10-01,2021-09-01,72,4,68,94.44444444444444,62,False,True,2021-09-01
NT238__502,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",502,Gynaecology,2015-10-01,2019-08-01,47,47,0,0.0,0,False,True,2019-08-01
NT239__100,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,121,7,5.46875,2,False,False,2026-05-01
NT239__101,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",101,Urology,2015-10-01,2026-05-01,128,118,10,7.8125,3,False,False,2026-05-01
NT239__110,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,121,7,5.46875,2,False,False,2026-05-01
NT239__120,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",120,ENT,2015-10-01,2026-05-01,128,120,8,6.25,2,False,False,2026-05-01
NT239__130,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",130,Ophthalmology,2015-10-01,2019-05-01,44,35,9,20.454545454545453,4,False,True,2019-05-01
NT241__100,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,102,26,20.3125,14,False,False,2026-05-01
NT241__101,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",101,Urology,2015-10-01,2026-05-01,128,50,78,60.9375,78,False,False,2026-05-01
NT241__110,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,119,9,7.03125,6,False,False,2026-05-01
NT241__130,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",130,Ophthalmology,2015-10-01,2020-04-01,55,45,10,18.181818181818183,6,False,True,2020-04-01
NT241__502,NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",502,Gynaecology,2015-10-01,2026-05-01,128,67,61,47.65625,21,False,False,2026-05-01
NT242__100,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",100,General Surgery,2015-10-01,2026-05-01,128,115,13,10.15625,9,False,False,2026-05-01
NT242__101,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",101,Urology,2015-10-01,2023-05-01,92,11,81,88.04347826086956,33,False,True,2023-05-01
NT242__110,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT242__120,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",120,ENT,2015-10-01,2024-03-01,102,8,94,92.15686274509804,35,False,True,2024-03-01
NT242__130,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",130,Ophthalmology,2015-10-01,2026-05-01,128,114,14,10.9375,10,False,False,2026-05-01
NT242__301,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",301,Gastroenterology,2015-10-01,2015-11-01,2,2,0,0.0,0,True,True,2015-11-01
NT244__110,NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,82,46,35.9375,46,False,False,2026-05-01
NT245__110,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT301__100,NT301,SPIRE SOUTH BANK HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT301__101,NT301,SPIRE SOUTH BANK HOSPITAL,101,Urology,2015-10-01,2026-04-01,127,127,0,0.0,0,False,True,2026-04-01
NT301__110,NT301,SPIRE SOUTH BANK HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT301__120,NT301,SPIRE SOUTH BANK HOSPITAL,120,ENT,2015-10-01,2026-04-01,127,103,24,18.89763779527559,21,False,True,2026-04-01
NT301__502,NT301,SPIRE SOUTH BANK HOSPITAL,502,Gynaecology,2015-10-01,2026-04-01,127,104,23,18.11023622047244,16,False,True,2026-04-01
NT301__X01,NT301,SPIRE SOUTH BANK HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,62,4,6.0606060606060606,2,False,True,2021-03-01
NT302__100,NT302,SPIRE BRISTOL HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,71,57,44.53125,28,False,False,2026-05-01
NT302__101,NT302,SPIRE BRISTOL HOSPITAL,101,Urology,2015-10-01,2024-07-01,106,14,92,86.79245283018868,49,False,True,2024-07-01
NT302__110,NT302,SPIRE BRISTOL HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT302__150,NT302,SPIRE BRISTOL HOSPITAL,150,Neurosurgery,2015-10-01,2025-03-01,114,26,88,77.19298245614036,56,False,True,2025-03-01
NT302__502,NT302,SPIRE BRISTOL HOSPITAL,502,Gynaecology,2015-10-01,2020-09-01,60,9,51,85.0,48,False,True,2020-09-01
NT304__100,NT304,SPIRE SOUTHAMPTON HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,101,27,21.09375,8,False,False,2026-05-01
NT304__110,NT304,SPIRE SOUTHAMPTON HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT304__130,NT304,SPIRE SOUTHAMPTON HOSPITAL,130,Ophthalmology,2015-10-01,2018-06-01,33,24,9,27.272727272727273,9,True,True,2018-06-01
NT304__502,NT304,SPIRE SOUTHAMPTON HOSPITAL,502,Gynaecology,2015-10-01,2025-12-01,123,49,74,60.16260162601626,54,False,True,2025-12-01
NT304__X01,NT304,SPIRE SOUTHAMPTON HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,29,37,56.06060606060606,24,False,True,2021-03-01
NT305__100,NT305,SPIRE PORTSMOUTH HOSPITAL,100,General Surgery,2015-10-01,2026-04-01,127,87,40,31.496062992125985,25,False,True,2026-04-01
NT305__110,NT305,SPIRE PORTSMOUTH HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT305__120,NT305,SPIRE PORTSMOUTH HOSPITAL,120,ENT,2015-10-01,2024-08-01,107,28,79,73.83177570093459,38,False,True,2024-08-01
NT308__100,NT308,SPIRE GATWICK PARK HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT308__110,NT308,SPIRE GATWICK PARK HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT308__120,NT308,SPIRE GATWICK PARK HOSPITAL,120,ENT,2015-10-01,2022-10-01,85,51,34,40.0,18,False,True,2022-10-01
NT308__160,NT308,SPIRE GATWICK PARK HOSPITAL,160,Plastic Surgery,2015-10-01,2021-05-01,68,57,11,16.176470588235293,7,False,True,2021-05-01
NT308__502,NT308,SPIRE GATWICK PARK HOSPITAL,502,Gynaecology,2015-10-01,2021-04-01,67,67,0,0.0,0,False,True,2021-04-01
NT308__X01,NT308,SPIRE GATWICK PARK HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT309__100,NT309,SPIRE SUSSEX HOSPITAL,100,General Surgery,2015-10-01,2022-03-01,78,78,0,0.0,0,False,True,2022-03-01
NT309__110,NT309,SPIRE SUSSEX HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2022-03-01,78,78,0,0.0,0,False,True,2022-03-01
NT309__120,NT309,SPIRE SUSSEX HOSPITAL,120,ENT,2015-10-01,2022-03-01,78,78,0,0.0,0,False,True,2022-03-01
NT309__160,NT309,SPIRE SUSSEX HOSPITAL,160,Plastic Surgery,2015-10-01,2022-03-01,78,75,3,3.8461538461538463,2,False,True,2022-03-01
NT309__502,NT309,SPIRE SUSSEX HOSPITAL,502,Gynaecology,2015-10-01,2022-03-01,78,78,0,0.0,0,False,True,2022-03-01
NT310__100,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,100,General Surgery,2015-10-01,2024-09-01,108,108,0,0.0,0,False,True,2024-09-01
NT310__101,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,101,Urology,2015-10-01,2024-09-01,108,44,64,59.25925925925926,60,False,True,2024-09-01
NT310__110,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2024-09-01,108,108,0,0.0,0,False,True,2024-09-01
NT310__120,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,120,ENT,2015-10-01,2024-09-01,108,108,0,0.0,0,False,True,2024-09-01
NT310__160,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,160,Plastic Surgery,2015-10-01,2020-07-01,58,57,1,1.7241379310344827,1,False,True,2020-07-01
NT310__301,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,301,Gastroenterology,2015-10-01,2024-09-01,108,82,26,24.074074074074073,19,False,True,2024-09-01
NT310__502,NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,502,Gynaecology,2015-10-01,2024-09-01,108,108,0,0.0,0,False,True,2024-09-01
NT312__100,NT312,SPIRE ALEXANDRA HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT312__110,NT312,SPIRE ALEXANDRA HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT312__160,NT312,SPIRE ALEXANDRA HOSPITAL,160,Plastic Surgery,2015-10-01,2026-05-01,128,26,102,79.6875,52,False,False,2026-05-01
NT312__502,NT312,SPIRE ALEXANDRA HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT313__100,NT313,SPIRE WELLESLEY HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT313__110,NT313,SPIRE WELLESLEY HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT313__130,NT313,SPIRE WELLESLEY HOSPITAL,130,Ophthalmology,2015-10-01,2017-07-01,22,22,0,0.0,0,True,True,2017-07-01
NT313__160,NT313,SPIRE WELLESLEY HOSPITAL,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT313__502,NT313,SPIRE WELLESLEY HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,24,104,81.25,49,False,False,2026-05-01
NT314__100,NT314,SPIRE RODING HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT314__110,NT314,SPIRE RODING HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT314__120,NT314,SPIRE RODING HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,106,22,17.1875,10,False,False,2026-05-01
NT314__150,NT314,SPIRE RODING HOSPITAL,150,Neurosurgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT314__502,NT314,SPIRE RODING HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,115,13,10.15625,7,False,False,2026-05-01
NT314__X01,NT314,SPIRE RODING HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT315__100,NT315,SPIRE BUSHEY HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT315__101,NT315,SPIRE BUSHEY HOSPITAL,101,Urology,2015-10-01,2026-04-01,127,41,86,67.71653543307086,46,False,True,2026-04-01
NT315__110,NT315,SPIRE BUSHEY HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT315__X01,NT315,SPIRE BUSHEY HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,54,12,18.181818181818183,2,False,True,2021-03-01
NT316__100,NT316,SPIRE HARPENDEN HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT316__110,NT316,SPIRE HARPENDEN HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT316__120,NT316,SPIRE HARPENDEN HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT316__502,NT316,SPIRE HARPENDEN HOSPITAL,502,Gynaecology,2015-10-01,2025-02-01,113,17,96,84.95575221238938,51,False,True,2025-02-01
NT316__X01,NT316,SPIRE HARPENDEN HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT317__100,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT317__110,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT317__120,NT317,SPIRE CAMBRIDGE LEA HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,71,57,44.53125,8,False,False,2026-05-01
NT318__100,NT318,SPIRE NORWICH HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,14,114,89.0625,91,False,False,2026-05-01
NT318__110,NT318,SPIRE NORWICH HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,63,65,50.78125,65,False,False,2026-05-01
NT318__120,NT318,SPIRE NORWICH HOSPITAL,120,ENT,2015-10-01,2018-02-01,29,29,0,0.0,0,True,True,2018-02-01
NT318__502,NT318,SPIRE NORWICH HOSPITAL,502,Gynaecology,2015-10-01,2026-03-01,126,4,122,96.82539682539682,122,False,True,2026-03-01
NT319__100,NT319,SPIRE HARTSWOOD HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT319__101,NT319,SPIRE HARTSWOOD HOSPITAL,101,Urology,2015-10-01,2026-03-01,126,42,84,66.66666666666667,35,False,True,2026-03-01
NT319__110,NT319,SPIRE HARTSWOOD HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT319__120,NT319,SPIRE HARTSWOOD HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,103,25,19.53125,15,False,False,2026-05-01
NT319__130,NT319,SPIRE HARTSWOOD HOSPITAL,130,Ophthalmology,2015-10-01,2019-03-01,42,42,0,0.0,0,False,True,2019-03-01
NT319__X01,NT319,SPIRE HARTSWOOD HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,27,39,59.09090909090909,7,False,True,2021-03-01
NT320__100,NT320,SPIRE PARKWAY HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT320__101,NT320,SPIRE PARKWAY HOSPITAL,101,Urology,2015-10-01,2025-06-01,117,59,58,49.572649572649574,26,False,True,2025-06-01
NT320__110,NT320,SPIRE PARKWAY HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT320__502,NT320,SPIRE PARKWAY HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT320__X01,NT320,SPIRE PARKWAY HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT321__100,NT321,SPIRE LITTLE ASTON HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT321__110,NT321,SPIRE LITTLE ASTON HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT321__120,NT321,SPIRE LITTLE ASTON HOSPITAL,120,ENT,2015-10-01,2026-04-01,127,67,60,47.24409448818898,30,False,True,2026-04-01
NT321__502,NT321,SPIRE LITTLE ASTON HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT321__X01,NT321,SPIRE LITTLE ASTON HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT322__100,NT322,SPIRE LEICESTER HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,95,33,25.78125,8,False,False,2026-05-01
NT322__110,NT322,SPIRE LEICESTER HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT322__X01,NT322,SPIRE LEICESTER HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,52,14,21.21212121212121,7,False,True,2021-03-01
NT324__100,NT324,SPIRE CHESHIRE HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT324__101,NT324,SPIRE CHESHIRE HOSPITAL,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT324__110,NT324,SPIRE CHESHIRE HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT324__120,NT324,SPIRE CHESHIRE HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT324__130,NT324,SPIRE CHESHIRE HOSPITAL,130,Ophthalmology,2015-10-01,2026-05-01,128,80,48,37.5,45,False,False,2026-05-01
NT324__160,NT324,SPIRE CHESHIRE HOSPITAL,160,Plastic Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT324__301,NT324,SPIRE CHESHIRE HOSPITAL,301,Gastroenterology,2015-10-01,2026-05-01,128,82,46,35.9375,10,False,False,2026-05-01
NT324__502,NT324,SPIRE CHESHIRE HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,89,39,30.46875,18,False,False,2026-05-01
NT325__100,NT325,SPIRE MURRAYFIELD HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT325__101,NT325,SPIRE MURRAYFIELD HOSPITAL,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT325__110,NT325,SPIRE MURRAYFIELD HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT325__120,NT325,SPIRE MURRAYFIELD HOSPITAL,120,ENT,2015-10-01,2026-04-01,127,101,26,20.47244094488189,26,False,True,2026-04-01
NT325__130,NT325,SPIRE MURRAYFIELD HOSPITAL,130,Ophthalmology,2015-10-01,2026-03-01,126,101,25,19.841269841269842,21,False,True,2026-03-01
NT325__502,NT325,SPIRE MURRAYFIELD HOSPITAL,502,Gynaecology,2015-10-01,2026-04-01,127,103,24,18.89763779527559,22,False,True,2026-04-01
NT325__X01,NT325,SPIRE MURRAYFIELD HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,66,0,0.0,0,False,True,2021-03-01
NT327__100,NT327,SPIRE MANCHESTER HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT327__101,NT327,SPIRE MANCHESTER HOSPITAL,101,Urology,2015-10-01,2026-03-01,126,105,21,16.666666666666668,21,False,True,2026-03-01
NT327__110,NT327,SPIRE MANCHESTER HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT327__120,NT327,SPIRE MANCHESTER HOSPITAL,120,ENT,2015-10-01,2026-04-01,127,110,17,13.385826771653543,17,False,True,2026-04-01
NT327__301,NT327,SPIRE MANCHESTER HOSPITAL,301,Gastroenterology,2015-10-01,2026-05-01,128,78,50,39.0625,19,False,False,2026-05-01
NT327__X01,NT327,SPIRE MANCHESTER HOSPITAL,X01,Other,2015-10-01,2021-03-01,66,63,3,4.545454545454546,2,False,True,2021-03-01
NT332__100,NT332,SPIRE LEEDS HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT332__101,NT332,SPIRE LEEDS HOSPITAL,101,Urology,2015-10-01,2022-09-01,84,41,43,51.19047619047619,18,False,True,2022-09-01
NT332__110,NT332,SPIRE LEEDS HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT332__120,NT332,SPIRE LEEDS HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,90,38,29.6875,19,False,False,2026-05-01
NT332__160,NT332,SPIRE LEEDS HOSPITAL,160,Plastic Surgery,2015-10-01,2026-05-01,128,127,1,0.78125,1,False,False,2026-05-01
NT332__502,NT332,SPIRE LEEDS HOSPITAL,502,Gynaecology,2015-10-01,2026-05-01,128,9,119,92.96875,56,False,False,2026-05-01
NT333__100,NT333,SPIRE WASHINGTON HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT333__101,NT333,SPIRE WASHINGTON HOSPITAL,101,Urology,2015-10-01,2017-03-01,18,2,16,88.88888888888889,16,True,True,2017-03-01
NT333__110,NT333,SPIRE WASHINGTON HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT333__120,NT333,SPIRE WASHINGTON HOSPITAL,120,ENT,2015-10-01,2023-07-01,94,93,1,1.0638297872340425,1,False,True,2023-07-01
NT333__150,NT333,SPIRE WASHINGTON HOSPITAL,150,Neurosurgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT333__160,NT333,SPIRE WASHINGTON HOSPITAL,160,Plastic Surgery,2015-10-01,2026-05-01,128,108,20,15.625,13,False,False,2026-05-01
NT333__301,NT333,SPIRE WASHINGTON HOSPITAL,301,Gastroenterology,2015-10-01,2026-05-01,128,83,45,35.15625,34,False,False,2026-05-01
NT333__502,NT333,SPIRE WASHINGTON HOSPITAL,502,Gynaecology,2015-10-01,2026-04-01,127,93,34,26.771653543307085,33,False,True,2026-04-01
NT337__100,NT337,SPIRE LIVERPOOL HOSPITAL,100,General Surgery,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT337__101,NT337,SPIRE LIVERPOOL HOSPITAL,101,Urology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT337__110,NT337,SPIRE LIVERPOOL HOSPITAL,110,Trauma & Orthopaedics,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT337__120,NT337,SPIRE LIVERPOOL HOSPITAL,120,ENT,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
NT337__130,NT337,SPIRE LIVERPOOL HOSPITAL,130,Ophthalmology,2015-10-01,2026-04-01,127,83,44,34.645669291338585,44,False,True,2026-04-01
NT337__301,NT337,SPIRE LIVERPOOL HOSPITAL,301,Gastroenterology,2015-10-01,2026-05-01,128,128,0,0.0,0,False,False,2026-05-01
