trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,415.7861328125,8.0,12,0,0.0,415.78613,12.0,0.0,0.0
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,415.61126708984375,8.0,12,0,0.0,415.61127,12.0,0.0,0.0
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,415.20660400390625,8.0,12,0,0.0,415.2066,12.0,0.0,0.0
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,414.54132080078125,8.0,12,0,0.0,414.54132,12.0,0.0,0.0
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,140,Oral Surgery Service,2027-05-01,414.0638427734375,8.0,12,0,0.0,414.06384,12.0,0.0,0.0
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,413.20281982421875,7.0,12,0,0.0,413.20282,12.0,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,411.7125549316406,7.0,12,0,0.0,411.71255,12.0,0.0,0.0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,410.5185241699219,8.0,12,0,0.0,410.51852,12.0,0.0,0.0
NVC12,OAKLANDS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,409.4105529785156,6.0,12,0,0.0,409.41055,12.0,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,408.4847717285156,7.0,12,0,0.0,408.48477,12.0,0.0,0.0
RJ2,LEWISHAM AND GREENWICH NHS TRUST,101,Urology Service,2027-05-01,407.6717529296875,8.0,12,0,0.0,407.67175,12.0,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,407.5080871582031,8.0,12,0,0.0,407.50809,12.0,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,407.3630065917969,8.0,12,0,0.0,407.36301,12.0,0.0,0.0
NN8,SPENCER PRIVATE HOSPITALS LTD,502,Gynaecology Service,2027-05-01,405.3996887207031,7.0,12,0,0.0,405.39969,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",502,Gynaecology Service,2027-05-01,405.0355224609375,7.0,12,0,0.0,405.03552,12.0,0.0,0.0
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,403.078369140625,7.0,12,0,0.0,403.07837,12.0,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,401.13641357421875,8.0,12,0,0.0,401.13641,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,398.64447021484375,8.0,12,0,0.0,398.64447,12.0,0.0,0.0
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,395.69384765625,8.0,12,0,0.0,395.69385,12.0,0.0,0.0
RVJ,NORTH BRISTOL NHS TRUST,150,Neurosurgical Service,2027-05-01,395.0859680175781,8.0,12,0,0.0,395.08597,12.0,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,394.7720031738281,8.0,12,0,0.0,394.772,12.0,0.0,0.0
NT422,LONDON INDEPENDENT HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,393.8743591308594,6.0,12,0,0.0,393.87436,12.0,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,100,General Surgery Service,2027-05-01,393.56396484375,8.0,12,0,0.0,393.56396,12.0,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,388.3553161621094,7.0,12,0,0.0,388.35532,12.0,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,385.1595764160156,8.0,12,0,0.0,385.15958,12.0,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",101,Urology Service,2027-05-01,385.06695556640625,8.0,12,0,0.0,385.06696,12.0,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,383.173828125,7.0,12,0,0.0,383.17383,12.0,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,150,Neurosurgical Service,2027-05-01,382.73077392578125,8.0,12,0,0.0,382.73077,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,382.4869384765625,8.0,12,0,0.0,382.48694,12.0,0.0,0.0
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,101,Urology Service,2027-05-01,379.6878967285156,8.0,12,0,0.0,379.6879,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,378.6683654785156,8.0,12,0,0.0,378.66837,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,376.2838134765625,8.0,12,0,0.0,376.28381,12.0,0.0,0.0
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,372.78143310546875,8.0,12,0,0.0,372.78143,12.0,0.0,0.0
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,369.0480651855469,8.0,12,0,0.0,369.04807,12.0,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,100,General Surgery Service,2027-05-01,365.72894287109375,8.0,12,0,0.0,365.72894,12.0,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,365.2895812988281,7.0,12,0,0.0,365.28958,12.0,0.0,0.0
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,364.6362609863281,8.0,12,0,0.0,364.63626,12.0,0.0,0.0
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,100,General Surgery Service,2027-05-01,353.4143371582031,8.0,12,0,0.0,353.41434,12.0,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,352.822998046875,8.0,12,0,0.0,352.823,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",101,Urology Service,2027-05-01,352.6514587402344,8.0,12,0,0.0,352.65146,12.0,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,348.5726318359375,8.0,12,0,0.0,348.57263,12.0,0.0,0.0
NVC28,CLIFTON PARK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,346.40692138671875,6.0,12,0,0.0,346.40692,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,160,Plastic Surgery Service,2027-05-01,346.1625061035156,8.0,12,0,0.0,346.16251,12.0,0.0,0.0
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,344.95318603515625,7.0,12,0,0.0,344.95319,12.0,0.0,0.0
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,342.8054504394531,7.0,12,0,0.0,342.80545,12.0,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,110,Trauma and Orthopaedic Service,2027-05-01,341.5714111328125,6.0,12,0,0.0,341.57141,12.0,0.0,0.0
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,334.5700378417969,8.0,12,0,0.0,334.57004,12.0,0.0,0.0
RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,333.55645751953125,7.0,12,0,0.0,333.55646,12.0,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,332.9608154296875,8.0,12,0,0.0,332.96082,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,331.8630676269531,8.0,12,0,0.0,331.86307,12.0,0.0,0.0
NVC17,ROWLEY HALL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,330.81634521484375,6.0,12,0,0.0,330.81635,12.0,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,328.6788635253906,8.0,12,0,0.0,328.67886,12.0,0.0,0.0
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,326.4105529785156,8.0,12,0,0.0,326.41055,12.0,0.0,0.0
NT457,WOODLANDS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,325.7787170410156,6.0,12,0,0.0,325.77872,12.0,0.0,0.0
NVC18,SPRINGFIELD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,319.8746337890625,6.0,12,0,0.0,319.87463,12.0,0.0,0.0
RCF,AIREDALE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,319.05633544921875,8.0,12,0,0.0,319.05634,12.0,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,502,Gynaecology Service,2027-05-01,317.7907409667969,7.0,12,0,0.0,317.79074,12.0,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,317.31365966796875,8.0,12,0,0.0,317.31366,12.0,0.0,0.0
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,315.3627014160156,8.0,12,0,0.0,315.3627,12.0,0.0,0.0
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,314.0321044921875,8.0,12,0,0.0,314.0321,12.0,0.0,0.0
RMC,BOLTON NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,312.0511169433594,8.0,12,0,0.0,312.05112,12.0,0.0,0.0
NVC19,RIVERS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,312.03216552734375,6.0,12,0,0.0,312.03217,12.0,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,140,Oral Surgery Service,2027-05-01,311.7061767578125,8.0,12,0,0.0,311.70618,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,311.3662414550781,8.0,12,0,0.0,311.36624,12.0,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,311.36431884765625,7.0,12,0,0.0,311.36432,12.0,0.0,0.0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,160,Plastic Surgery Service,2027-05-01,309.8223571777344,8.0,12,0,0.0,309.82236,12.0,0.0,0.0
NVC05,EUXTON HALL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,309.3441467285156,6.0,12,0,0.0,309.34415,12.0,0.0,0.0
NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,308.57647705078125,6.0,12,0,0.0,308.57648,12.0,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,308.55523681640625,8.0,12,0,0.0,308.55524,12.0,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,307.9756774902344,8.0,12,0,0.0,307.97568,12.0,0.0,0.0
RPA,MEDWAY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,307.2425537109375,8.0,12,0,0.0,307.24255,12.0,0.0,0.0
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,306.64959716796875,8.0,12,0,0.0,306.6496,12.0,0.0,0.0
A4M8P,BUCKSHAW HOSPITAL,100,General Surgery Service,2027-05-01,306.5079345703125,8.0,12,0,0.0,306.50793,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,502,Gynaecology Service,2027-05-01,305.70074462890625,7.0,12,0,0.0,305.70074,12.0,0.0,0.0
NVC0R,TEES VALLEY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,304.82598876953125,6.0,12,0,0.0,304.82599,12.0,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,140,Oral Surgery Service,2027-05-01,304.1556091308594,8.0,12,0,0.0,304.15561,12.0,0.0,0.0
NT339,SPIRE REGENCY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,303.7377014160156,6.0,12,0,0.0,303.7377,12.0,0.0,0.0
NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,302.2614440917969,6.0,12,0,0.0,302.26144,12.0,0.0,0.0
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,150,Neurosurgical Service,2027-05-01,302.1219482421875,8.0,12,0,0.0,302.12195,12.0,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,502,Gynaecology Service,2027-05-01,301.849609375,7.0,12,0,0.0,301.84961,12.0,0.0,0.0
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,301.805419921875,8.0,12,0,0.0,301.80542,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,301.2383728027344,8.0,12,0,0.0,301.23837,12.0,0.0,0.0
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,301.0895080566406,8.0,12,0,0.0,301.08951,12.0,0.0,0.0
NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,296.6103515625,6.0,12,0,0.0,296.61035,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,296.5175476074219,8.0,12,0,0.0,296.51755,12.0,0.0,0.0
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,295.7041931152344,8.0,12,0,0.0,295.70419,12.0,0.0,0.0
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,2027-05-01,292.66070556640625,6.0,12,0,0.0,292.66071,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,292.5218200683594,8.0,12,0,0.0,292.52182,12.0,0.0,0.0
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,292.1198425292969,8.0,12,0,0.0,292.11984,12.0,0.0,0.0
NN8,SPENCER PRIVATE HOSPITALS LTD,100,General Surgery Service,2027-05-01,288.47869873046875,8.0,12,0,0.0,288.4787,12.0,0.0,0.0
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,288.2535400390625,8.0,12,0,0.0,288.25354,12.0,0.0,0.0
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,502,Gynaecology Service,2027-05-01,287.9659423828125,7.0,12,0,0.0,287.96594,12.0,0.0,0.0
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,287.7843933105469,8.0,12,0,0.0,287.78439,12.0,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,140,Oral Surgery Service,2027-05-01,287.3902893066406,8.0,12,0,0.0,287.39029,12.0,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,285.8722839355469,8.0,12,0,0.0,285.87228,12.0,0.0,0.0
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,285.5227355957031,8.0,12,0,0.0,285.52274,12.0,0.0,0.0
NT319,SPIRE HARTSWOOD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,283.562744140625,6.0,12,0,0.0,283.56274,12.0,0.0,0.0
NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",110,Trauma and Orthopaedic Service,2027-05-01,283.316162109375,6.0,12,0,0.0,283.31616,12.0,0.0,0.0
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",140,Oral Surgery Service,2027-05-01,283.1424255371094,8.0,12,0,0.0,283.14243,12.0,0.0,0.0
NFH,SOMERSET SURGICAL SERVICES HQ,140,Oral Surgery Service,2027-05-01,282.1060485839844,8.0,12,0,0.0,282.10605,12.0,0.0,0.0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,140,Oral Surgery Service,2027-05-01,281.5487976074219,8.0,12,0,0.0,281.5488,12.0,0.0,0.0
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,280.07012939453125,7.0,12,0,0.0,280.07013,12.0,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,279.0927734375,8.0,12,0,0.0,279.09277,12.0,0.0,0.0
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,277.8427734375,8.0,12,0,0.0,277.84277,12.0,0.0,0.0
NFH,SOMERSET SURGICAL SERVICES HQ,110,Trauma and Orthopaedic Service,2027-05-01,275.58734130859375,6.0,12,0,0.0,275.58734,12.0,0.0,0.0
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,275.4205627441406,8.0,12,0,0.0,275.42056,12.0,0.0,0.0
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,100,General Surgery Service,2027-05-01,275.2325134277344,8.0,12,0,0.0,275.23251,12.0,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,274.5019226074219,8.0,12,0,0.0,274.50192,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,140,Oral Surgery Service,2027-05-01,273.7021484375,8.0,12,0,0.0,273.70215,12.0,0.0,0.0
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,160,Plastic Surgery Service,2027-05-01,271.7607116699219,8.0,12,0,0.0,271.76071,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,271.6800842285156,8.0,12,0,0.0,271.68008,12.0,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,269.1629333496094,8.0,12,0,0.0,269.16293,12.0,0.0,0.0
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,100,General Surgery Service,2027-05-01,269.0535888671875,8.0,12,0,0.0,269.05359,12.0,0.0,0.0
NWF01,BENENDEN HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,269.0199890136719,6.0,12,0,0.0,269.01999,12.0,0.0,0.0
NVC04,DUCHY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,266.44818115234375,6.0,12,0,0.0,266.44818,12.0,0.0,0.0
RVJ,NORTH BRISTOL NHS TRUST,100,General Surgery Service,2027-05-01,265.84246826171875,8.0,12,0,0.0,265.84247,12.0,0.0,0.0
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,140,Oral Surgery Service,2027-05-01,265.6780090332031,8.0,12,0,0.0,265.67801,12.0,0.0,0.0
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,265.21044921875,8.0,12,0,0.0,265.21045,12.0,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,265.0591735839844,8.0,12,0,0.0,265.05917,12.0,0.0,0.0
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,263.40240478515625,8.0,12,0,0.0,263.4024,12.0,0.0,0.0
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,110,Trauma and Orthopaedic Service,2027-05-01,263.25341796875,6.0,12,0,0.0,263.25342,12.0,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,262.36834716796875,8.0,12,0,0.0,262.36835,12.0,0.0,0.0
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,258.5548400878906,8.0,12,0,0.0,258.55484,12.0,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,256.4522399902344,6.0,12,0,0.0,256.45224,12.0,0.0,0.0
NVC11,NORTH DOWNS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,256.0908203125,6.0,12,0,0.0,256.09082,12.0,0.0,0.0
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,140,Oral Surgery Service,2027-05-01,255.66897583007812,8.0,12,0,0.0,255.66898,12.0,0.0,0.0
RLQ,WYE VALLEY NHS TRUST,140,Oral Surgery Service,2027-05-01,253.34873962402344,8.0,12,0,0.0,253.34874,12.0,0.0,0.0
NT412,DROITWICH SPA HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,253.07139587402344,6.0,12,0,0.0,253.0714,12.0,0.0,0.0
RJ6,CROYDON HEALTH SERVICES NHS TRUST,101,Urology Service,2027-05-01,252.20640563964844,8.0,12,0,0.0,252.20641,12.0,0.0,0.0
NT404,BEAUMONT HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,249.77249145507812,6.0,12,0,0.0,249.77249,12.0,0.0,0.0
NT424,MERIDEN HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,246.73936462402344,6.0,12,0,0.0,246.73936,12.0,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,243.5040283203125,8.0,12,0,0.0,243.50403,12.0,0.0,0.0
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,242.77017211914062,8.0,12,0,0.0,242.77017,12.0,0.0,0.0
NT450,LINCOLN PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,242.05645751953125,6.0,12,0,0.0,242.05646,12.0,0.0,0.0
NT348,SPIRE ELLAND HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,242.04371643066406,6.0,12,0,0.0,242.04372,12.0,0.0,0.0
R1H,BARTS HEALTH NHS TRUST,150,Neurosurgical Service,2027-05-01,241.57398986816406,8.0,12,0,0.0,241.57399,12.0,0.0,0.0
NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,241.29689025878906,6.0,12,0,0.0,241.29689,12.0,0.0,0.0
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,240.19430541992188,8.0,12,0,0.0,240.19431,12.0,0.0,0.0
NT337,SPIRE LIVERPOOL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,239.53355407714844,6.0,12,0,0.0,239.53355,12.0,0.0,0.0
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,502,Gynaecology Service,2027-05-01,238.13150024414062,7.0,12,0,0.0,238.1315,12.0,0.0,0.0
RNZ,SALISBURY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,237.6796875,8.0,12,0,0.0,237.67969,12.0,0.0,0.0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,110,Trauma and Orthopaedic Service,2027-05-01,237.6569366455078,6.0,12,0,0.0,237.65694,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,150,Neurosurgical Service,2027-05-01,237.56715393066406,8.0,12,0,0.0,237.56715,12.0,0.0,0.0
NN4,TYNESIDE SURGICAL SERVICES LTD,110,Trauma and Orthopaedic Service,2027-05-01,236.31253051757812,6.0,12,0,0.0,236.31253,12.0,0.0,0.0
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,235.4228515625,8.0,12,0,0.0,235.42285,12.0,0.0,0.0
NLX,SIRONA CARE & HEALTH,110,Trauma and Orthopaedic Service,2027-05-01,231.8424835205078,6.0,12,0,0.0,231.84248,12.0,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,502,Gynaecology Service,2027-05-01,230.1586456298828,7.0,12,0,0.0,230.15865,12.0,0.0,0.0
NVC15,PINEHILL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,230.03964233398438,6.0,12,0,0.0,230.03964,12.0,0.0,0.0
NT321,SPIRE LITTLE ASTON HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,228.9972686767578,6.0,12,0,0.0,228.99727,12.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,228.85682678222656,8.0,12,0,0.0,228.85683,12.0,0.0,0.0
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,100,General Surgery Service,2027-05-01,228.02960205078125,8.0,12,0,0.0,228.0296,12.0,0.0,0.0
NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,226.84359741210938,6.0,12,0,0.0,226.8436,12.0,0.0,0.0
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,140,Oral Surgery Service,2027-05-01,225.63014221191406,8.0,12,0,0.0,225.63014,12.0,0.0,0.0
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,223.88922119140625,8.0,12,0,0.0,223.88922,12.0,0.0,0.0
NT422,LONDON INDEPENDENT HOSPITAL,100,General Surgery Service,2027-05-01,222.9265899658203,8.0,12,0,0.0,222.92659,12.0,0.0,0.0
